"sswl_property_id.href","sswl_property_id.text","sswl_property_value","index","url"
"http://sswl.railsplayground.net/browse/properties/481","Neg 09_Standard Negation is Reduplication","No","52","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/478","Neg 10_Standard Negation is Infix","No","53","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/487","Neg 11_Distinct Negation of Class/Property","No","54","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/486","Neg 12_Distinct Negation of identity","No","55","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/489","Neg 13_Distinct Negation of Existence","No","56","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/488","Neg 14_Distinct Negation of Location","No","57","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/465","Order N3 01_ Demonstrative Adjective Noun","Yes","58","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/466","Order N3 02_Demonstrative Noun Adjective","Yes","59","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/470","Order N3 03_ Noun Adjective Demonstrative","No","60","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/469","Order N3 04_Noun Demonstrative Adjective","No","61","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/467","Order N3 05_Adjective Demonstrative Noun","No","62","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/468","Order N3 06_Adjective Noun Demonstrative","No","63","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/499","Order N3 07_Demonstrative Numeral Noun","Yes","64","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/500","Order N3 08_Demonstrative Noun Numeral","No","65","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/501","Order N3 09_ Noun Numeral Demonstrative","No","66","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/502","Order N3 10_Noun Demonstrative Numeral","No","67","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/503","Order N3 11_Numeral Demonstrative Noun","No","68","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/504","Order N3 12_Numeral Noun Demonstrative","No","69","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/542","Q01_Initial polar Q-marker","No","70","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/543","Q02_Final polar Q-marker","No","71","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/544","Q03_Clause internal polar Q-marker","No","72","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/545","Q04_Polar question by intonation","No","73","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/546","Q05_Polar question by V-fronting","No","74","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/547","Q06_Polar question by Auxiliary-fronting","Yes","75","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/548","Q07_Q-marker follows narrow focus","No","76","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/549","Q08_Affirmative answer by particle","Yes","77","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/550","Q09_Affirmative answer by verb","No","78","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/551","Q10_Affirmative answer by auxiliary","No","79","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/552","Q11_Affirmative answer by auxiliary and verb","No","80","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/553","Q12_Affirmative answer by particle and verb","No","81","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/554","Q13_Affirmative answer by predicative 'be'","No","82","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/555","Q14_Verb answer to indefinite subject question","No","83","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/556","Q15_Particle-and-verb answer to indefinite subject question","No","84","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/558","Q16NEGA_Negative answer by special negative particle","Yes","85","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/559","Q17NEGA_Negative answer by bare sentential negation","No","86","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/560","Q18NEGA_Negative answer by sentential negation plus bare verb","No","87","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/562","Q20ANegQ_Polarity-based confirmation","Yes","88","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/563","Q21ANegQ_Polarity-reversing particle","No","89","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/564","Q22ANegQ_Polarity-reversing answer by affirmative and special particle","No","90","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/490","V2 01_Declarative Verb-Second","No","91","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/491","V2 02_Interrogative Verb-Second","Yes","92","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/566","w01a_Indef mass Ns in O position: can be bare","Yes","93","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/570","w01b_Indef mass Ns in O position: must have an article","No","94","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/571","w01c_Indef mass Ns in O position: can have an article","No","95","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/572","w02a_Def mass Ns in O position: can be bare","No","96","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/573","w02b_Def mass Ns in O position: must have an article","Yes","97","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/574","w02c_Def mass Ns in O position: can have an article","No","98","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/576","w03a_Indef sing count Ns in O position: can be bare","No","99","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/577","w03b_Indef sing count Ns in O position: must have an article","Yes","100","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/575","w03c_Indef sing count Ns in O position: can have an article","No","101","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/578","w03d_Indef sing count Ns in O position: can have a plural reading","No","102","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/579","w04a_Def sing count Ns in O position: can be bare","No","103","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/580","w04b_Def sing count Ns in O position: must have an article","Yes","104","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/581","w04c_Def sing count Ns in O position: can have an article","No","105","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/582","w05a_Indef pl count Ns in O position: can be bare","Yes","106","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/583","w05b_Indef pl count Ns in O position: must have an article","No","107","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/584","w05c_Indef pl count Ns in O position: can have an article","No","108","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/585","w06a_Def pl count Ns in O position: can be bare","No","109","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/586","w06b_Def pl count Ns in O position: must have an article","Yes","110","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/587","w06c_Def pl count Ns in O position: can have an article","No","111","http://sswl.railsplayground.net/browse/languages/English"
"http://sswl.railsplayground.net/browse/properties/472","01_Subject Verb","Yes","112","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/471","02_Verb Subject","No","113","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/441","03_Verb Object","Yes","114","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/442","04_Object Verb","No","115","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/445","05_Subject Verb Object","Yes","116","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/446","06_Subject Object Verb","Yes","117","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/447","07_Verb Subject Object","No","118","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/448","08_Verb Object Subject","No","119","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/449","09_Object Subject Verb","No","120","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/450","10_Object Verb Subject","No","121","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/457","11_Adposition Noun_Phrase","Yes","122","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/458","12_Noun_Phrase Adposition","No","123","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/515","13_Adjective Noun","Yes","124","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/444","14_Noun Adjective","No","125","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/451","15_Numeral Noun","Yes","126","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/452","16_Noun Numeral","No","127","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/453","17_Demonstrative Noun","Yes","128","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/454","18_Noun Demonstrative","No","129","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/461","19_Possessor Noun","Yes","130","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/462","20_Noun Possessor","Yes","131","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/494","21_Pronominal Possessor Noun","Yes","132","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/493","22_Noun Pronominal Possessor","No","133","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/473","A 01_Attributive Adjective Agreement","Yes","134","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/474","A 02_Predicate Adjective Agreement","Yes","135","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/463","A 03_Degree Adjective","Yes","136","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/464","A 04_Adjective Degree","No","137","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/440","AuxSel 01_Auxiliary Selection","No","138","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/455","C 01_Complementizer Clause","Yes","139","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/456","C 02_Clause Complementizer","No","140","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/459","C 03_Adverbial_Subordinator Clause","Yes","141","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/460","C 04_Clause Adverbial Subordinator","No","142","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/475","Extra Examples","Yes","143","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/523","N2 05_Definite NP (Num N, N Num) has a definite article","Yes","144","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/524","N2 06_Definite NP (Num N, N Num) has a demonstrative","Yes","145","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/525","N2 07_Definite NP (Num N, N Num) lacks a definite article or demonstrative","No","146","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/526","N2 08_Definite NP (Num N, N Num) contains a Plural marker, but Indefinite NP does not","No","147","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/482","Neg 01_Standard Negation is Particle that Precedes the Verb","Yes","148","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/483","Neg 02_Standard Negation is Particle that Follows the verb","No","149","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/476","Neg 03_Standard Negation is Prefix","No","150","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/477","Neg 04_Standard Negation is Suffix","No","151","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/484","Neg 05_Standard Negation is Negative Auxiliary verb","No","152","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/485","Neg 06_Standard Negation is Higher verb","Yes","153","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/479","Neg 07_Standard Negation is Tone","No","154","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/480","Neg 08_Standard Negation is Tone plus Other Modification","No","155","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/481","Neg 09_Standard Negation is Reduplication","No","156","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/478","Neg 10_Standard Negation is Infix","No","157","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/487","Neg 11_Distinct Negation of Class/Property","No","158","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/486","Neg 12_Distinct Negation of identity","No","159","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/489","Neg 13_Distinct Negation of Existence","Yes","160","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/488","Neg 14_Distinct Negation of Location","Yes","161","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/465","Order N3 01_ Demonstrative Adjective Noun","Yes","162","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/466","Order N3 02_Demonstrative Noun Adjective","No","163","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/470","Order N3 03_ Noun Adjective Demonstrative","No","164","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/469","Order N3 04_Noun Demonstrative Adjective","No","165","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/467","Order N3 05_Adjective Demonstrative Noun","No","166","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/468","Order N3 06_Adjective Noun Demonstrative","No","167","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/490","V2 01_Declarative Verb-Second","No","168","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/491","V2 02_Interrogative Verb-Second","No","169","http://sswl.railsplayground.net/browse/languages/Bulgarian"
"http://sswl.railsplayground.net/browse/properties/472","01_Subject Verb","Yes","170","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/471","02_Verb Subject","Yes","171","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/441","03_Verb Object","Yes","172","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/442","04_Object Verb","Yes","173","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/445","05_Subject Verb Object","Yes","174","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/446","06_Subject Object Verb","No","175","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/447","07_Verb Subject Object","No","176","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/448","08_Verb Object Subject","No","177","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/449","09_Object Subject Verb","No","178","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/450","10_Object Verb Subject","Yes","179","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/457","11_Adposition Noun_Phrase","Yes","180","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/458","12_Noun_Phrase Adposition","Yes","181","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/515","13_Adjective Noun","Yes","182","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/444","14_Noun Adjective","No","183","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/451","15_Numeral Noun","Yes","184","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/452","16_Noun Numeral","No","185","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/453","17_Demonstrative Noun","Yes","186","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/454","18_Noun Demonstrative","No","187","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/461","19_Possessor Noun","Yes","188","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/462","20_Noun Possessor","Yes","189","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/494","21_Pronominal Possessor Noun","Yes","190","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/493","22_Noun Pronominal Possessor","No","191","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/473","A 01_Attributive Adjective Agreement","Yes","192","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/474","A 02_Predicate Adjective Agreement","Yes","193","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/463","A 03_Degree Adjective","Yes","194","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/464","A 04_Adjective Degree","No","195","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/440","AuxSel 01_Auxiliary Selection","No","196","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/455","C 01_Complementizer Clause","Yes","197","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/456","C 02_Clause Complementizer","No","198","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/459","C 03_Adverbial_Subordinator Clause","Yes","199","http://sswl.railsplayground.net/browse/languages/Czech"
"http://sswl.railsplayground.net/browse/properties/460","C 04_Clause Adverbial Subordinator","No","200","http://sswl.railsplayground.net/browse/languages/Czech"
